Well_ID,Well_Name,Basin,Operator,Production_Date,Oil_BBL,Gas_MCF,Water_BBL,Days_Online,Status,Spud_Date,Latitude,Longitude
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-04-01,18987,75568,13481,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-05-01,20596,54167,11328,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-06-01,21946,77469,14923,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-07-01,21415,64887,6425,29,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-08-01,19489,43460,6821,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-09-01,20782,79595,15171,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-10-01,19888,73586,11535,27,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-11-01,19592,62303,11755,27,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-12-01,20814,73890,6660,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-01-01,18640,60580,12116,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-02-01,15608,56189,10145,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-03-01,15737,43434,6452,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-04-01,20314,45707,6704,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-05-01,20012,52632,10406,27,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-06-01,19022,74756,7609,27,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-07-01,16695,34559,11853,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-08-01,17453,47298,6807,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-09-01,14052,44404,6604,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-10-01,14006,29413,6723,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-11-01,14760,53579,5904,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2024-12-01,18017,63960,9009,27,Active,2021-10-10,28.7706,-98.2096
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-01-01,16504,48687,13038,28,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-02-01,17204,57633,10494,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-03-01,21045,78287,14731,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-04-01,17429,63267,8540,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-05-01,17350,48927,7287,31,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-06-01,16202,51522,10369,28,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-07-01,18592,71951,11899,28,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-08-01,15378,43366,6305,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-09-01,15829,40681,12188,28,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-10-01,16432,46338,6573,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-11-01,18335,37587,6784,28,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2022-12-01,17574,36730,12829,31,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-01-01,17472,41758,5591,31,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-02-01,13738,35169,7556,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-03-01,15556,36245,11511,28,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-04-01,15478,50768,5263,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-05-01,14945,46031,10462,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-06-01,14871,38516,5651,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-07-01,16115,34164,9669,29,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-08-01,14432,48924,5628,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-09-01,12227,31301,6603,31,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-10-01,12885,25770,7344,29,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-11-01,12003,46692,6482,31,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2023-12-01,0,0,0,0,Shut-in,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-01-01,11782,30869,7305,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-02-01,13981,52848,7829,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-03-01,14423,41971,8654,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-04-01,13568,40161,7869,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-05-01,12483,46062,4744,29,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-06-01,12794,45930,7421,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-07-01,12604,48021,4411,31,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-08-01,13501,39693,10801,29,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-09-01,12350,25441,7163,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-10-01,11464,31755,7681,30,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-11-01,11409,24073,5020,27,Active,2023-08-02,29.4499,-98.7155
WELL-A07,Eagle Ford 7,Eagle Ford,Frontier Drilling,2024-12-01,10217,30855,4087,31,Active,2023-08-02,29.4499,-98.7155
WELL-A08,Permian 8,Permian,Basin Resources,2022-01-01,19827,75937,11301,31,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-02-01,19970,48727,15776,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-03-01,18592,56892,10783,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-04-01,18315,63004,6593,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-05-01,20350,70208,15873,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-06-01,22321,75668,13169,31,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-07-01,23210,55008,12998,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-08-01,19856,48052,11119,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-09-01,17980,36499,14024,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-10-01,16933,49106,12192,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-11-01,20516,76730,7386,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2022-12-01,16622,44215,5485,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-01-01,18793,47358,13155,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-02-01,17414,39530,7488,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-03-01,20224,51369,13348,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-04-01,18678,74338,10273,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-05-01,17699,46725,8496,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-06-01,15882,56540,10641,31,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-07-01,18026,69761,11897,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-08-01,14742,32138,10762,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-09-01,17163,60929,12529,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-10-01,15119,31599,9525,31,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-11-01,16656,44138,11160,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2023-12-01,17197,62941,11006,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-01-01,14454,29342,4625,31,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-02-01,13780,42856,10335,27,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-03-01,13876,34412,5828,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-04-01,13818,36894,7738,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-05-01,15954,33663,12285,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-06-01,14707,31179,5000,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-07-01,15341,46483,12119,28,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-08-01,13853,42529,5680,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-09-01,12958,36671,9330,31,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-10-01,12900,37152,3870,30,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-11-01,12040,26368,6140,29,Active,2021-03-21,32.2425,-102.3852
WELL-A08,Permian 8,Permian,Basin Resources,2024-12-01,12783,30168,6264,31,Active,2021-03-21,32.2425,-102.3852
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-01-01,35900,120624,20822,30,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-02-01,37049,128190,13708,30,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-03-01,32848,97559,18395,28,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-04-01,36281,85986,23220,31,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-05-01,29623,87684,16589,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-06-01,36160,127283,28928,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-07-01,29372,76955,12043,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-08-01,0,0,0,0,Shut-in,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-09-01,0,0,0,0,Shut-in,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-10-01,28677,94347,16346,30,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-11-01,32076,127662,10906,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2022-12-01,29859,83605,18214,28,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-01-01,31128,88715,11829,31,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-02-01,30665,87702,15639,28,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-03-01,30485,80785,24083,27,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-04-01,24298,88445,17495,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-05-01,29046,72325,10166,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-06-01,0,0,0,0,Shut-in,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-07-01,29493,93788,13567,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-08-01,25197,73575,17134,27,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-09-01,22796,89588,13450,27,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-10-01,27946,63996,20680,27,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-11-01,22122,55084,9291,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2023-12-01,0,0,0,0,Shut-in,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-01-01,26239,54315,11283,31,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-02-01,20914,78637,7947,30,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-03-01,26158,70627,15172,31,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-04-01,22576,72695,14900,30,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-05-01,21341,84084,12805,31,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-06-01,22573,79457,17607,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-07-01,19184,47384,13812,31,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-08-01,24268,82269,9950,30,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-09-01,20733,64894,6635,27,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-10-01,18132,44967,12148,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-11-01,21147,84377,7190,29,Active,2022-03-19,40.1848,-104.1959
WELL-A09,DJ Basin 9,DJ Basin,Prairie Petroleum,2024-12-01,19821,75320,14073,31,Active,2022-03-19,40.1848,-104.1959
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-01-01,31081,85473,11811,27,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-02-01,32682,82032,19609,29,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-03-01,33551,92265,18453,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-04-01,0,0,0,0,Shut-in,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-05-01,28284,104651,18102,31,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-06-01,27863,56841,12260,31,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-07-01,30320,68826,16373,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-08-01,33328,68656,22996,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-09-01,33451,128452,19067,29,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-10-01,30817,119570,20339,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-11-01,28555,71673,13706,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2022-12-01,31387,77212,10044,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-01-01,27711,80085,18566,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-02-01,24712,70182,12356,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-03-01,28590,89201,14581,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-04-01,28165,104492,14646,27,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-05-01,29394,91121,10288,31,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-06-01,23273,67492,11171,29,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-07-01,30124,76515,19581,31,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-08-01,27575,81071,12685,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-09-01,28975,60848,15647,29,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-10-01,23447,68465,15944,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-11-01,23098,47582,18016,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2023-12-01,21517,72512,10974,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-01-01,22415,87194,14794,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-02-01,23762,64157,14970,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-03-01,22698,81940,13846,31,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-04-01,0,0,0,0,Shut-in,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-05-01,20192,80364,11308,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-06-01,6856,17964,2194,10,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-07-01,20263,70921,8916,29,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-08-01,19523,63645,10542,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-09-01,20745,67214,13484,28,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-10-01,20862,58205,13769,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-11-01,21390,83635,7700,30,Active,2022-02-18,28.6618,-98.3344
WELL-A10,Eagle Ford 10,Eagle Ford,Frontier Drilling,2024-12-01,20039,67932,13627,29,Active,2022-02-18,28.6618,-98.3344
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-01-01,17541,40695,9648,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-02-01,19695,58494,6696,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-03-01,19768,48629,7512,29,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-04-01,16228,33917,12333,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-05-01,0,0,0,0,Shut-in,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-06-01,19423,45061,11265,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-07-01,15686,37333,4863,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-08-01,16981,49245,9000,29,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-09-01,17397,39491,10090,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-10-01,17962,45264,10238,31,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-11-01,17208,60056,10669,31,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2022-12-01,13913,43130,8070,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-01-01,17329,36911,9184,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-02-01,17382,47627,10429,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-03-01,13760,49949,8118,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-04-01,17169,58203,5322,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-05-01,15875,45879,11589,31,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-06-01,13739,42041,10854,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-07-01,15982,61211,10868,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-08-01,15177,44165,5312,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-09-01,14671,57804,8803,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-10-01,11838,35988,5919,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-11-01,12204,33683,9397,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2023-12-01,13358,33529,4675,31,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-01-01,13554,35511,7455,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-02-01,13481,53385,6471,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-03-01,12387,37904,8919,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-04-01,13460,40111,6326,31,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-05-01,13260,33946,9415,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-06-01,11842,31855,7105,28,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-07-01,10463,29506,5755,30,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-08-01,10189,36884,3566,27,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-09-01,11087,25722,4435,29,Active,2022-07-07,48.1514,-103.9134
WELL-B01,Bakken 11,Bakken,Frontier Drilling,2024-10-01,12302,45763,5413,31,Active,2022-07-07,48.1514,-103.9134
